2025-12-10 16:44:44.539 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1519, original_id=436, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1448, original_id=428, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.353 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1187, original_id=424, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=829, original_id=258, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=778, original_id=250, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=764, original_id=245, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=82, original_id=29, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2300, original_id=900, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1443, original_id=425, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=514, original_id=149, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=64, original_id=13, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=291, original_id=56, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 14:18:24.354 | INFO     | app.models.llm:__init__:31 - Загрузка Saiga-Mistral-7B-GPTQ...
2025-12-16 14:18:25.643 | SUCCESS  | app.models.llm:__init__:53 - ✅ Saiga-Mistral-7B-GPTQ загружена.
2025-12-16 14:18:25.644 | INFO     | app.rag.pipeline:rag_pipeline_stream:39 - Контекст подготовлен, длина: 392 символов
2025-12-16 14:18:25.645 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-16 14:26:13.005 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
2025-12-16 17:08:51.784 | INFO     | __main__:<module>:8 - PYTORCH_ALLOC_CONF=expandable_segments:True
2025-12-16 17:08:55.755 | INFO     | __main__:<module>:14 - 🚀 Запуск приложения...
2025-12-16 17:09:04.314 | INFO     | app.rag.search:search_similar_texts:7 - 🔍 Поиск похожих текстов для запроса: 'test...'
2025-12-16 17:09:04.315 | INFO     | app.models.embedding:__new__:11 - Загрузка модели эмбеддингов (multilingual-e5-small) на CPU...
2025-12-16 17:09:05.204 | SUCCESS  | app.models.embedding:__new__:17 - ✅ Модель эмбеддингов загружена и готова к использованию.
2025-12-16 17:09:05.215 | INFO     | app.db.connection:get_db_connection:9 - Установка соединения с базой данных...
2025-12-16 17:09:05.222 | SUCCESS  | app.db.connection:get_persistent_db_connection:21 - ✅ Соединение с базой данных установлено.
2025-12-16 17:09:05.225 | INFO     | app.rag.search:search_similar_texts:24 - 📥 Получено 15 чанков из БД. IDs: [2288, 1432, 1353, 1309, 1074, 555, 554, 453, 332, 307, 749, 954, 640, 290, 2300]
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2288, original_id=897, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1432, original_id=419, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1353, original_id=392, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1309, original_id=371, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=1074, original_id=310, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=555, original_id=166, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=554, original_id=165, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=453, original_id=129, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=332, original_id=99, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=307, original_id=74, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=749, original_id=236, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.225 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=954, original_id=283, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.226 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=640, original_id=290, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.226 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=290, original_id=55, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.226 | DEBUG    | app.rag.pipeline:rag_pipeline_stream:24 - 📄 Чанк ID=2300, original_id=900, URL=http://sp.giprovostokneft.ru/educationalhelpcenter...
2025-12-16 17:09:05.226 | INFO     | app.models.llm:__init__:31 - Загрузка Saiga-Mistral-7B-GPTQ...
2025-12-16 17:09:06.512 | SUCCESS  | app.models.llm:__init__:53 - ✅ Saiga-Mistral-7B-GPTQ загружена.
2025-12-16 17:09:06.513 | INFO     | app.rag.pipeline:rag_pipeline_stream:39 - Контекст подготовлен, длина: 610 символов
2025-12-16 17:09:06.515 | INFO     | app.models.llm:stream_generate:57 - Начало генерации ответа...
2025-12-16 17:10:35.347 | INFO     | app.models.llm:stream_generate:76 - Генерация завершена
